Production Date,Model.Suffix,SET_ID,Module_PN,Module,Panel,PSU,PCBA_PN,Mainboard (PCBA),IN_SMT_WO,CLCT_ITEM_CODE,CLCT_ITEM1_VALUE,MAC_ADDRESS
2025-10-14,55UA84006LB.UPEFLWK,510ONTV07753,EAJ30028801,R7BAJ2J2E300288015D1E,---,LR5FC659207611242,EBR24455405,IO56K100YN,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47543
2025-10-14,55UA84006LB.UPEFLWK,510ONDX07754,EAJ30028801,R7BAJ6J2E300288015D1E,---,LR5MC659207611690,EBR24455405,IO56K100XK,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4760F
2025-10-14,55UA84006LB.UPEFLWK,510ONWR07761,EAJ30028801,R7B9T2J2E300288015D1E,---,LR5MC659207611574,EBR24455405,IO56K100YG,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47582
2025-10-14,55UA84006LB.UPEFLWK,510ONAG07760,EAJ30028801,R7BAHLJ2E300288015D1E,---,LR5MC659207611596,EBR24455405,IO56K10150,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46D8A
2025-10-14,55UA84006LB.UPEFLWK,510ONXA07762,EAJ30028801,R7B9SXJ2E300288015D1E,---,LR5MC659207611734,EBR24455405,IO56K100XC,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4764A
2025-10-14,55UA84006LB.UPEFLWK,510ONBL07765,EAJ30028801,R7B9SRJ2E300288015D1E,---,LR5MC659207612124,EBR24455405,IO56K100HD,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47FCC
2025-10-14,55UA84006LB.UPEFLWK,510ONQN07772,EAJ30028801,R7B9RBJ2E300288015D1E,---,LR5MC659207612119,EBR24455405,IO56K1012U,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46FD0
2025-10-14,55UA84006LB.UPEFLWK,510ONSY07774,EAJ30028801,R7B9R7J2E300288015D1E,---,LR5MC659207611679,EBR24455405,IO56K1014T,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46DD1
2025-10-14,55UA84006LB.UPEFLWK,510ONZU07773,EAJ30028801,R7B9RCJ2E300288015D1E,---,LR5MC659207612397,EBR24455405,IO56K1012Q,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46FE4
2025-10-14,55UA84006LB.UPEFLWK,510ONLQ07776,EAJ30028801,R7B9R0J2E300288015D1E,---,LR56Y659207611765,EBR24455405,IO56K100DP,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4831A
2025-10-14,55UA84006LB.UPEFLWK,510ONDX07778,EAJ30028801,R7B9QWJ2E300288015D1E,---,LR5MC659207611728,EBR24455405,IO56K100H6,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47FEF
2025-10-14,55UA84006LB.UPEFLWK,510ONMP07779,EAJ30028801,R7B9QTJ2E300288015D1E,---,LR5MC659207611729,EBR24455405,IO56K10153,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46D41
2025-10-14,55UA84006LB.UPEFLWK,510ONEF07780,EAJ30028801,R7B9QQJ2E300288015D1E,---,LR5MC659207611680,EBR24455405,IO56K100HN,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47FA2
2025-10-14,55UA84006LB.UPEFLWK,510ONUH07782,EAJ30028801,R7BB0SJ2E300288015E1E,---,LR5MC659207611583,EBR24455405,IO56K100JU,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47EAD
2025-10-14,55UA84006LB.UPEFLWK,510ONFJ07787,EAJ30028801,R7BB0CJ2E300288015E1E,---,LR5MC659207611839,EBR24455405,IO56K1015U,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46C76
2025-10-14,55UA84006LB.UPEFLWK,510ONJK07788,EAJ30028801,R7BB05J2E300288015E1E,---,LR5MC659207611823,EBR24455405,IO56K1015G,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46CDB
2025-10-14,55UA84006LB.UPEFLWK,510ONYZ07818,EAJ30028801,R7B9W5J2E300288015D1E,---,LR5MC659207611809,EBR24455405,IO56K100J7,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47F38
2025-10-14,55UA84006LB.UPEFLWK,510ONPM07792,EAJ30028801,R7BAQTJ2E300288015D1E,---,LR5MC659207610116,EBR24455405,IO56K100VK,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47795
2025-10-14,55UA84006LB.UPEFLWK,510ONSY07798,EAJ30028801,R7BAYFJ2E300288015E1E,---,LR56Y659207612209,EBR24455405,IO56K100VH,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4779D
2025-10-14,55UA84006LB.UPEFLWK,510ONTV07801,EAJ30028801,R7B873J2E300288015D1E,---,LR5MC659207612681,EBR24455405,IO56K100VB,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB477BC
2025-10-14,55UA84006LB.UPEFLWK,510ONZU07797,EAJ30028801,R7BAYHJ2E300288015E1E,---,LR5MC659207610119,EBR24455405,IO56K100VA,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB477C2
2025-10-14,55UA84006LB.UPEFLWK,510ONVC07815,EAJ30028801,R7B9WFJ2E300288015D1E,---,LR5MC659207611822,EBR24455405,IO56K100RY,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47A0D
2025-10-14,55UA84006LB.UPEFLWK,510ONHT07817,EAJ30028801,R7B9WBJ2E300288015D1E,---,LR5MC659207610079,EBR24455405,IO56K100H7,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47FF4
2025-10-14,55UA84006LB.UPEFLWK,510ONSY07822,EAJ30028801,R7BAZNJ2E300288015E1E,---,LR5MC659207610082,EBR24455405,IO56K100MC,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47CFB
2025-10-14,55UA84006LB.UPEFLWK,510ONEF07804,EAJ30028801,R7BAFWJ2E300288015D1E,---,LR5MC659207610114,EBR24455405,IO56K100WX,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47750
2025-10-14,55UA84006LB.UPEFLWK,510ONUH07806,EAJ30028801,R7BB02J2E300288015E1E,---,LR5MC659207610092,EBR24455405,IO56K100U8,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47EEB
2025-10-14,55UA84006LB.UPEFLWK,510ONAG07808,EAJ30028801,R7B8FJJ2E300288015E1E,---,LR5MC659207610133,EBR24455405,IO56K100J3,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47F4E
2025-10-14,55UA84006LB.UPEFLWK,510ONJK07812,EAJ30028801,R7B9WMJ2E300288015D1E,---,LR5MC659207610087,EBR24455405,IO56K100HK,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47FB2
2025-10-14,55UA84006LB.UPEFLWK,510ONCD07819,EAJ30028801,R7B9W3J2E300288015D1E,---,LR5MC659207611825,EBR24455405,IO56K100J0,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47F57
2025-10-14,55UA84006LB.UPEFLWK,510ONLQ07824,EAJ30028801,R7BAZKJ2E300288015E1E,---,LR5MC659207611866,EBR24455405,IO56K101FD,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFC4B
2025-10-14,55UA84006LB.UPEFLWK,510ONTV07825,EAJ30028801,R7BAZGJ2E300288015E1E,---,LR5MC659207611829,EBR24455405,IO56K10179,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46C2F
2025-10-14,55UA84006LB.UPEFLWK,510ONQN07820,EAJ30028801,R7B9VXJ2E300288015D1E,---,LR5MC659207611820,EBR24455405,IO56K100HM,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47FA4
2025-10-14,55UA84006LB.UPEFLWK,510ONUH07854,EAJ30028801,R7BASXJ2E300288015D1E,---,LR5LC659207611491,EBR24455405,IO56K101FF,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFC36
2025-10-14,55UA84006LB.UPEFLWK,510ONWR07833,EAJ30028801,R7BAXTJ2E300288015E1E,---,LR5MC659207611842,EBR24455405,IO56K1019T,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFA93
2025-10-14,55UA84006LB.UPEFLWK,510ONKW07829,EAJ30028801,R7BAZ5J2E300288015E1E,---,LR5MC659207611821,EBR24455405,IO56K101AT,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFA5E
2025-10-14,55UA84006LB.UPEFLWK,510ONUH07830,EAJ30028801,R7BAYZJ2E300288015E1E,---,LR5MC659207611832,EBR24455405,IO56K1015M,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46E99
2025-10-14,55UA84006LB.UPEFLWK,510ONAG07832,EAJ30028801,R7BAY3J2E300288015E1E,---,LR5MC659207610081,EBR24455405,IO56K1016J,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46C1B
2025-10-14,55UA84006LB.UPEFLWK,510ONFJ07835,EAJ30028801,R7BAXQJ2E300288015E1E,---,LR5MC659207611835,EBR24455405,IO56K1018D,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFAC8
2025-10-14,55UA84006LB.UPEFLWK,510ONJK07836,EAJ30028801,R7BAXKJ2E300288015E1E,---,LR5MC659207611721,EBR24455405,IO56K1014A,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46E83
2025-10-14,55UA84006LB.UPEFLWK,510ONVC07839,EAJ30028801,R7BAX6J2E300288015E1E,---,LR5MC659207611818,EBR24455405,IO56K101AV,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAF910
2025-10-14,55UA84006LB.UPEFLWK,510ONPM07840,EAJ30028801,R7BAX0J2E300288015E1E,---,LR5MC659207611719,EBR24455405,IO56K10147,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46E5C
2025-10-14,55UA84006LB.UPEFLWK,510ONHT07841,EAJ30028801,R7BAREJ2E300288015E1E,---,LR5MC659207611900,EBR24455405,IO56K1017U,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46E71
2025-10-14,55UA84006LB.UPEFLWK,510ONYZ07842,EAJ30028801,R7BARHJ2E300288015E1E,---,LR5MC659207611239,EBR24455405,IO56K1019K,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFDF2
2025-10-15,55UA84006LB.UPEFLWK,510ONQN07916,EAJ30028801,R7B9Q8J2E300288015D1E,---,LR5MC659207612418,EBR24455405,IO56K100MA,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47D02
2025-10-14,55UA84006LB.UPEFLWK,510ONZU07845,EAJ30028801,R7BAR3J2E300288015E1E,---,LR5MC659207613288,EBR24455405,IO56K1016E,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46C18
2025-10-14,55UA84006LB.UPEFLWK,510ONGE07847,EAJ30028801,R7BAR1J2E300288015E1E,---,LR5LC659207611863,EBR24455405,IO56K1018C,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFB8E
2025-10-14,55UA84006LB.UPEFLWK,510ONDX07850,EAJ30028801,R7BAQRJ2E300288015E1E,---,LR5LC659207611897,EBR24455405,IO56K101A0,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAF91B
2025-10-14,55UA84006LB.UPEFLWK,510ONMP07851,EAJ30028801,R7BAT5J2E300288015D1E,---,LR5MC659207611575,EBR24455405,IO56K101AG,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFA7B
2025-10-14,55UA84006LB.UPEFLWK,510ONEF07852,EAJ30028801,R7BAT0J2E300288015D1E,---,LR5LC659207611866,EBR24455405,IO56K10176,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46C0C
2025-10-14,55UA84006LB.UPEFLWK,510ONKW07853,EAJ30028801,R7BAT2J2E300288015D1E,---,LR5LC659207612646,EBR24455405,IO56K101FP,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFC00
2025-10-14,55UA84006LB.UPEFLWK,510ONFJ07859,EAJ30028801,R7BASHJ2E300288015D1E,---,LR5LC659207611864,EBR24455405,IO56K101A9,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960ABAFDFA
2025-10-14,55UA84006LB.UPEFLWK,510ONJK07860,EAJ30028801,R7BASBJ2E300288015D1E,---,LR4WZ659207612072,EBR24455405,IO56K10113,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47244
2025-10-14,55UA84006LB.UPEFLWK,510ONRS07862,EAJ30028801,R7B9PPJ2E300288015D1E,---,LR5LC659207611909,EBR24455405,IO56K1010P,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4729F
2025-10-14,55UA84006LB.UPEFLWK,510ONPM07864,EAJ30028801,R7B9PCJ2E300288015D1E,---,LR5LC659207611908,EBR24455405,IO56K1010X,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47275
2025-10-14,55UA84006LB.UPEFLWK,510ONHT07865,EAJ30028801,R7B9P6J2E300288015D1E,---,LR5LC659207611898,EBR24455405,IO56K10114,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4724C
2025-10-15,55UA84006LB.UPEFLWK,510ONPM07912,EAJ30028801,R7B9QNJ2E300288015D1E,---,LR5MC659207612462,EBR24455405,IO56K100P7,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47CC6
2025-10-14,55UA84006LB.UPEFLWK,510ONVC07863,EAJ30028801,R7B9KZJ2E300288015D1E,---,LR5LC659207611895,EBR24455405,IO56K1011P,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47231
2025-10-14,55UA84006LB.UPEFLWK,510ONQN07868,EAJ30028801,R7B9NZJ2E300288015D1E,---,LR5LC659207611905,EBR24455405,IO56K100EH,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB482C4
2025-10-14,55UA84006LB.UPEFLWK,510ONFJ07883,EAJ30028801,R7B9TRJ2E300288015D1E,---,LR5MC659207612450,EBR24455405,IO56K100PX,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47B9E
2025-10-14,55UA84006LB.UPEFLWK,510ONCD07867,EAJ30028801,R7B9P4J2E300288015D1E,---,LR5LC659207612649,EBR24455405,IO56K1011N,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4721E
2025-10-14,55UA84006LB.UPEFLWK,510ONGE07871,EAJ30028801,R7B9MUJ2E300288015D1E,---,LR5LC659207611503,EBR24455405,IO56K100J2,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47F54
2025-10-14,55UA84006LB.UPEFLWK,510ONYZ07866,EAJ30028801,R7B9P9J2E300288015D1E,---,LR5LC659207612645,EBR24455405,IO56K1011K,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47264
2025-10-14,55UA84006LB.UPEFLWK,510ONZU07869,EAJ30028801,R7B9NTJ2E300288015D1E,---,LR5MC659207613301,EBR24455405,IO56K1015R,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46CB0
2025-10-14,55UA84006LB.UPEFLWK,510ONLQ07872,EAJ30028801,R7B9MXJ2E300288015D1E,---,LR5MC659207612412,EBR24455405,IO56K100TX,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47D1E
2025-10-14,55UA84006LB.UPEFLWK,510ONMP07875,EAJ30028801,R7B9MGJ2E300288015D1E,---,LR5MC659207612525,EBR24455405,IO56K100YF,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47580
2025-10-14,55UA84006LB.UPEFLWK,510ONUH07878,EAJ30028801,R7B9AJJ2E300288015E1E,---,LR5MC659207612517,EBR24455405,IO56K100LG,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47DA9
2025-10-14,55UA84006LB.UPEFLWK,510ONAG07880,EAJ30028801,R7B9CSJ2E300288015E1E,---,LR5MC659207612458,EBR24455405,IO56K100QX,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47AAE
2025-10-14,55UA84006LB.UPEFLWK,510ONWR07881,EAJ30028801,R7B9TUJ2E300288015D1E,---,LR5MC659207612635,EBR24455405,IO56K100X5,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB476A2
2025-10-14,55UA84006LB.UPEFLWK,510ONRS07886,EAJ30028801,R7B9TKJ2E300288015D1E,---,LR5MC659207612524,EBR24455405,IO56K1012M,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46FE9
2025-10-14,55UA84006LB.UPEFLWK,510ONYZ07890,EAJ30028801,R7B9T4J2E300288015D1E,---,LR5MC659207612519,EBR24455405,IO56K100Z3,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47491
2025-10-14,55UA84006LB.UPEFLWK,510ONBL07885,EAJ30028801,R7B9THJ2E300288015D1E,---,LR5MC659207611683,EBR24455405,IO56K100Y3,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB475A4
2025-10-14,55UA84006LB.UPEFLWK,510ONPM07888,EAJ30028801,R7B9TDJ2E300288015D1E,---,LR5MC659207612496,EBR24455405,IO56K1010E,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB472E6
2025-10-14,55UA84006LB.UPEFLWK,510ONGE07895,EAJ30028801,R7B9RYJ2E300288015D1E,---,LR5LC659207611871,EBR24455405,IO56K10102,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4739C
2025-10-15,55UA84006LB.UPEFLWK,510ONLQ07920,EAJ30028801,R7B9PVJ2E300288015D1E,---,LR5MC659207612421,EBR24455405,IO56K100P8,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47BC6
2025-10-14,55UA84006LB.UPEFLWK,510ONSY07894,EAJ30028801,R7B9KGJ2E300288015D1E,---,LR5MC659207612448,EBR24455405,IO56K1012E,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB471C2
2025-10-14,55UA84006LB.UPEFLWK,510ONLQ07896,EAJ30028801,R7B9RUJ2E300288015D1E,---,LR5MC659207612641,EBR24455405,IO56K100TH,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47914
2025-10-14,55UA84006LB.UPEFLWK,510ONDX07898,EAJ30028801,R7B9RNJ2E300288015D1E,---,LR5MC659207612422,EBR24455405,IO56K1017L,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46D32
2025-10-14,55UA84006LB.UPEFLWK,510ONMP07899,EAJ30028801,R7B9RQJ2E300288015D1E,---,LR5MC659207612415,EBR24455405,IO56K1011E,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4720D
2025-10-15,55UA84006LB.UPEFLWK,510ONJK07908,EAJ30028801,R7B9U6J2E300288015D1E,---,LR56Y659207612379,EBR24455405,IO56K1013A,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46F9B
2025-10-15,55UA84006LB.UPEFLWK,510ONRS07910,EAJ30028801,R7B9TZJ2E300288015D1E,---,LR5MC659207611836,EBR24455405,IO56K100TG,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47917
2025-10-15,55UA84006LB.UPEFLWK,510ONVC07911,EAJ30028801,R7B9PGJ2E300288015D1E,---,LR5MC659207612614,EBR24455405,IO56K100TL,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47CF9
2025-10-15,55UA84006LB.UPEFLWK,510ONZU07917,EAJ30028801,R7B9Q3J2E300288015D1E,---,LR5MC659207612545,EBR24455405,IO56K100EK,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB482C5
2025-10-15,55UA84006LB.UPEFLWK,510ONXA07930,EAJ30028801,R7B9N0J2E300288015D1E,---,LR5MC659207611699,EBR24455405,IO56K10159,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46D21
2025-10-15,55UA84006LB.UPEFLWK,510ONSY07918,EAJ30028801,R7B9PYJ2E300288015D1E,---,LR5MC659207612417,EBR24455405,IO56K10154,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46D35
2025-10-15,55UA84006LB.UPEFLWK,510ONTV07921,EAJ30028801,R7B9NRJ2E300288015D1E,---,LR56Y659207612384,EBR24455405,IO56K100QS,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47AC1
2025-10-15,55UA84006LB.UPEFLWK,510ONEF07948,EAJ30028801,R7BA8PJ2E300288015D1E,---,LR56Y659207611286,EBR24455405,IO56K10112,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB472CE
2025-10-15,55UA84006LB.UPEFLWK,510ONNB07951,EAJ30028801,R7BA7SJ2E300288015D1E,---,LR5MC659207611733,EBR24455405,IO56K100FD,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4813A
2025-10-15,55UA84006LB.UPEFLWK,510ONWR07953,EAJ30028801,R7BA7KJ2E300288015D1E,---,LR56Y659207611792,EBR24455405,IO56K100ZK,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB473FD
2025-10-15,55UA84006LB.UPEFLWK,510ONXA07954,EAJ30028801,R7BA7QJ2E300288015D1E,---,LR5HY659207611143,EBR24455405,IO56K1010N,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB472A4
2025-10-15,55UA84006LB.UPEFLWK,510ONEF07924,EAJ30028801,R7B9NKJ2E300288015D1E,---,LR5MC659207612513,EBR24455405,IO56K100NY,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47C2C
2025-10-15,55UA84006LB.UPEFLWK,510ONKW07925,EAJ30028801,R7B9NDJ2E300288015D1E,---,LR5HY659207611217,EBR24455405,IO56K100NB,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47C41
2025-10-15,55UA84006LB.UPEFLWK,510ONCD07939,EAJ30028801,R7BB2GJ2E300288015E1E,---,LR56Y659207610825,EBR24455405,IO56K10106,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47338
2025-10-15,55UA84006LB.UPEFLWK,510ONQN07940,EAJ30028801,R7BB2KJ2E300288015E1E,---,LR5MC659207612155,EBR24455405,IO56K1010C,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB472FB
2025-10-15,55UA84006LB.UPEFLWK,510ONBL07933,EAJ30028801,R7BB39J2E300288015E1E,---,LR5MC659207612383,EBR24455405,IO56K100S6,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB479DF
2025-10-15,55UA84006LB.UPEFLWK,510ONYZ07938,EAJ30028801,R7BB2MJ2E300288015E1E,---,LR5MC659207612111,EBR24455405,IO56K100SY,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47974
2025-10-15,55UA84006LB.UPEFLWK,510ONPM08008,EAJ30028801,R7BB15J2E300288015E1E,---,LR5MC659207612883,EBR24455405,IO56K100NZ,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47BDC
2025-10-15,55UA84006LB.UPEFLWK,510ONZU07941,EAJ30028801,R7BA93J2E300288015D1E,---,LR56Y659207611785,EBR24455405,IO56K1010D,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB472F9
2025-10-15,55UA84006LB.UPEFLWK,510ONTV07945,EAJ30028801,R7B97JJ2E300288015E1E,---,LR56Y659207610916,EBR24455405,IO56K100S4,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB479EB
2025-10-15,55UA84006LB.UPEFLWK,510ONFJ07955,EAJ30028801,R7BA7FJ2E300288015D1E,---,LR56Y659207612239,EBR24455405,IO56K10117,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB47225
2025-10-15,55UA84006LB.UPEFLWK,510ONPM07960,EAJ30028801,R7BA6YJ2E300288015D1E,---,LR5MC659207612460,EBR24455405,IO56K100F6,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4816D
2025-10-15,55UA84006LB.UPEFLWK,510ONBL07957,EAJ30028801,R7BA7DJ2E300288015D1E,---,LR5MC659207612497,EBR24455405,IO56K100FH,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB48130
2025-10-15,55UA84006LB.UPEFLWK,510ONYZ07962,EAJ30028801,R7C2E9J2E300288015D1E,---,LR5MC659207612386,EBR24455405,IO56K1010Z,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4729D
2025-10-15,55UA84006LB.UPEFLWK,510ONCD07963,EAJ30028801,R7C2EDJ2E300288015D1E,---,LR5MC659207612426,EBR24455405,IO56K100F3,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB48245
2025-10-15,55UA84006LB.UPEFLWK,510ONZU07965,EAJ30028801,R7C2ECJ2E300288015D1E,---,LR5MC659207612631,EBR24455405,IO56K100FC,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB48144
2025-10-15,55UA84006LB.UPEFLWK,510ONGE07967,EAJ30028801,R7C2DWJ2E300288015E1E,---,LR5MC659207612504,EBR24455405,IO56K1010Q,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB472AA
2025-10-15,55UA84006LB.UPEFLWK,510ONKW07973,EAJ30028801,R7C2DYJ2E300288015D1E,---,LR5MC659207612846,EBR24455405,IO56K10128,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB471DD
2025-10-15,55UA84006LB.UPEFLWK,510ONRS07958,EAJ30028801,R7BA75J2E300288015D1E,---,LR5MC659207612392,EBR24455405,IO56K100FA,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB48152
2025-10-15,55UA84006LB.UPEFLWK,510ONQN07964,EAJ30028801,R7C2EAJ2E300288015D1E,---,LR5FC659207611333,EBR24455405,IO56K100F1,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB48251
2025-10-15,55UA84006LB.UPEFLWK,510ONWR07977,EAJ30028801,R7C2F9J2E300288015D1E,---,LR5MC659207612643,EBR24455405,IO56K1015F,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB46CF1
2025-10-15,55UA84006LB.UPEFLWK,510ONFJ07979,EAJ30028801,R7C2F3J2E300288015D1E,---,LR5MC659207612425,EBR24455405,IO56K1011X,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB4718D
2025-10-15,55UA84006LB.UPEFLWK,510ONJK07980,EAJ30028801,R7C2EZJ2E300288015D1E,---,LR5MC659207612385,EBR24455405,IO56K100X6,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB476A3
2025-10-15,55UA84006LB.UPEFLWK,510ONAG07976,EAJ30028801,R7C2E8J2E300288015D1E,---,LR5MC659207612427,EBR24455405,IO56K1012B,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB471F7
2025-10-15,55UA84006LB.UPEFLWK,510ONBL07981,EAJ30028801,R7B96AJ2E300288015D1E,---,LR5MC659207612384,EBR24455405,IO56K1011G,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB471BF
2025-10-15,55UA84006LB.UPEFLWK,510ONPM07984,EAJ30028801,R7B962J2E300288015E1E,---,LR5MC659207612636,EBR24455405,IO56K100CP,5GEBR010-005Z,PCBA_SW_VER,33.11.10.01,58960AB48282
